record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
27708567,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,False,Increased Sleep Depth in Developing Neural Networks: New Insights from Sleep Restriction in Children.,Kurth S,2016,Frontiers in human neuroscience,Frontiers in human neuroscience,10.3389/fnhum.2016.00456,27708567,,https://doi.org/10.3389/fnhum.2016.00456,False,Journal Article,English,1662-5161 (electronic),False,"sleep restriction study relating slow-wave activity on high-density EEG to myelin water fraction on MRI in children; statistical mapping, no machine learning model",,,MRI,brain,,,,,,unclear,,,experimental sleep study,,not stated,none / not stated,,31,3.1,1.45,2.53,2.53,fwci,63.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27788553,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,[Cognitive Development in Children with Benign Rolandic Epilepsy of Childhood with Centrotemporal Spikes - Results of a Current Systematic Database Search].,Neumann H,2016,Fortschritte der Neurologie-Psychiatrie,Fortschritte der Neurologie-Psychiatrie,10.1055/s-0042-115477,27788553,,https://doi.org/10.1055/s-0042-115477,False,Journal Article; Review,,,False,systematic literature review of cognitive development in epilepsy; no AI/ML model or imaging analysis,,,,,,,,,,unclear,,,,,not stated,none / not stated,,8,0.8,0.42,0.67,0.67,fwci,25.0,,icite,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
27814864,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Non-invasive methods of computer vision in the posture evaluation of adolescent idiopathic scoliosis.,Aroeira RM,2016,Journal of bodywork and movement therapies,Journal of bodywork and movement therapies,10.1016/j.jbmt.2016.02.004,27814864,,https://doi.org/10.1016/j.jbmt.2016.02.004,False,Journal Article; Review,,,False,review of 15 studies of non-invasive computer vision postural evaluation in adolescent idiopathic scoliosis; a survey rather than a model,,,other,spine,,,,,,unclear,,,systematic review,,not stated,none / not stated,,27,2.7,2.15,4.2,4.2,fwci,75.5,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27885969,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,"36th International Symposium on Intensive Care and Emergency Medicine : Brussels, Belgium. 15-18 March 2016.",Bateman RM,2016,"Critical care (London, England)","Critical care (London, England)",10.1186/s13054-016-1208-6,27885969,,https://doi.org/10.1186/s13054-016-1208-6,False,Conference Proceedings,,,False,conference proceedings abstracts from an intensive-care symposium; not a radiology AI study,,,,,,,,,,unclear,,,conference proceedings,,not stated,none / not stated,,451,45.1,19.74,0.0,0.0,fwci,99.2,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
27887658,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Parameter set for computer-assisted texture analysis of fetal brain.,Gentillon H,2016,BMC research notes,BMC research notes,10.1186/s13104-016-2300-3,27887658,,https://doi.org/10.1186/s13104-016-2300-3,False,Journal Article; Multicenter Study,,,False,MRI technical parameter/quality comparison study (1.5T vs 3T); no AI/ML predictive model,,,,,,,,,,unclear,,,,,not stated,none / not stated,,8,0.8,0.56,4.62,4.62,fwci,32.2,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
27942473,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,False,Post-operative pediatric cerebellar mutism syndrome and its association with hypertrophic olivary degeneration.,Avula S,2016,Quantitative imaging in medicine and surgery,Quantitative imaging in medicine and surgery,10.21037/qims.2016.10.11,27942473,,https://doi.org/10.21037/qims.2016.10.11,False,Journal Article,English,2223-4306 (electronic),False,association study between post-operative cerebellar mutism and hypertrophic olivary degeneration; feature extraction is used descriptively rather than as a predictive model,,,MRI,brainstem,,,,,,unclear,,,retrospective study,,single center,none / not stated,,39,3.9,2.04,4.8,4.8,fwci,74.1,,icite,medium,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27995059,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Working memory circuit as a function of increasing age in healthy adolescence: A systematic review and meta-analyses.,Andre J,2016,NeuroImage. Clinical,NeuroImage. Clinical,10.1016/j.nicl.2015.12.002,27995059,,https://doi.org/10.1016/j.nicl.2015.12.002,False,Journal Article; Meta-Analysis; Systematic Review,,,False,coordinate-based meta-analysis of working memory activation in healthy adolescents; no machine-learning model and no clinical imaging task,,,MRI,brain,,,,,,unclear,,,systematic review and meta-analysis,,not stated,none / not stated,,53,4.82,2.32,0.46,0.46,fwci,77.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
28190914,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Neuroanatomy of Handwriting and Related Reading and Writing Skills in Adults and Children with and without Learning Disabilities: French-American Connections.,Longcamp M,2016,Pratiques,Pratiques,10.4000/pratiques.3175,28190914,,https://doi.org/10.4000/pratiques.3175,False,Journal Article,,,False,"review of handwriting neuroimaging studies, no AI/ML",,,,,,,,,,unclear,,,,,not stated,none / not stated,,19,1.9,1.18,18.35,18.35,fwci,56.1,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
29714947,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,[Analysis of the Characteristics of Infantile Small World Neural Network Node Properties Correlated with the Influencing Factors].,Qu H,2016,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,,29714947,,https://pubmed.ncbi.nlm.nih.gov/29714947/,False,Journal Article,,,False,Graph-theoretical correlation analysis of infant brain network node properties using standard statistics; no ML/AI predictive model,,,,,,,,,,unclear,,,,,not stated,none / not stated,,1,0.1,0.07,,,,5.7,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
emb:L610510686,screened_out,journal article,pediatric,pedrad_paper_db.json,embase,False,Model-based estimation of aortic and mitral valves opening and closing timings in developing human fetuses,,2016,IEEE Journal of Biomedical and Health Informatics,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2014.2363452,,,https://doi.org/10.1109/JBHI.2014.2363452,False,,,,False,"analyzes a 1D Doppler ultrasound waveform signal for fetal cardiac valve timing, not a diagnostic image interpretation task",,,,,,,,,,unclear,,,,,not stated,none / not stated,,21,1.91,,1.43,1.43,fwci,,,openalex,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L610950789,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Non-invasive diagnosis of phenylketonuria by using artificial neural networking and nuclear magnetic resonance spectroscopy,,2016,Koomesh,Koomesh,,,,https://pubmed.ncbi.nlm.nih.gov//,False,Article,Persian,1608-7046,False,"urine nuclear magnetic resonance spectroscopy metabolite analysis, not diagnostic imaging",,,,,,,,,,unclear,,,,,not stated,none / not stated,,,,,,,,,,,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L612173788,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Predicting mortality rate of preterm infants in neonatal intensive care unit using artificial neural network model,,2016,Journal of Mazandaran University of Medical Sciences,Journal of Mazandaran University of Medical Sciences,,,,https://pubmed.ncbi.nlm.nih.gov//,False,Article,Persian,1735-9260 (electronic),False,"mortality prediction from clinical/demographic variables via artificial neural network, not diagnostic imaging",,,,,,,,,,unclear,,,,,not stated,none / not stated,,,,,,,,,,,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L612954637,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Metabolomics profiling of concussion in adolescent male hockey players: a novel diagnostic method,,2016,Metabolomics,Metabolomics,10.1007/s11306-016-1131-5,,,https://doi.org/10.1007/s11306-016-1131-5,False,Article,English,1573-3890 (electronic),False,"plasma metabolomics profiling for concussion diagnosis, a non-imaging method",,,,,,,,,,unclear,,,,,not stated,none / not stated,,54,4.91,,3.85,3.85,fwci,,,openalex,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
oa:W2554623910,screened_out,journal article,pediatric,pedrad_paper_db.json,openalex,False,COMPUTER AIDED IMAGE SEGMENTATION AND CLASSIFICATION FOR VIABLE AND NON-VIABLE TUMOR IDENTIFICATION IN OSTEOSARCOMA,Harish Babu Arunachalam,2016,Biocomputing 2017,Biocomputing 2017,10.1142/9789813207813_0020,27896975,,https://doi.org/10.1142/9789813207813_0020,False,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't",,,False,"segmentation and classification of viable versus non-viable tumor on H&E-stained whole-slide images of pediatric osteosarcoma; digital pathology, not radiological imaging",,,other,bone,,,,,,unclear,,,conference methods paper,,single center,internal only,,14,1.56,0.64,0.97,0.97,fwci,35.9,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
oa:W2622171062,screened_out,journal article,pediatric,pedrad_paper_db.json,openalex,False,Automatic detection of pneumonia analyzing ultrasound digital images,Ronald Barrientos,2016,2016 IEEE 36th Central American and Panama Convention (CONCAPAN XXXVI),2016 IEEE 36th Central American and Panama Convention (CONCAPAN XXXVI),10.1109/concapan.2016.7942375,,,https://doi.org/10.1109/concapan.2016.7942375,False,,,,False,"neural network classification of rectangular patches from lung ultrasound images to detect consolidation as evidence of pneumonia; child mortality and rural diagnostics are the stated motivation but the abstract does not state the ages of the patients, so a pediatric population cannot be established from the record",,,ultrasound,chest,,,,,,unclear,,,conference methods paper,,single center,internal only,,24,2.18,,7.5,7.5,fwci,,,openalex,medium,,"claude-code (opus-5, manual)",1,2026-09-09,,,
24414278,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,The role of fronto-parietal and fronto-striatal networks in the development of working memory: a longitudinal study.,Darki F,2015,"Cerebral cortex (New York, N.Y. : 1991)","Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bht352,24414278,,https://doi.org/10.1093/cercor/bht352,False,Journal Article,,,False,longitudinal developmental neuroscience of working memory; 'networks' are brain networks and no machine-learning model is built,,,MRI,brain,,,,,,unclear,,,longitudinal neuroimaging cohort,,not stated,none / not stated,,140,12.73,5.59,8.57,8.57,fwci,93.5,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
24451659,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Cerebral Lateralization is Protective in the Very Prematurely Born.,Scheinost D,2015,"Cerebral cortex (New York, N.Y. : 1991)","Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bht430,24451659,,https://doi.org/10.1093/cercor/bht430,False,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, N.I.H., Extramural",,,False,functional connectivity lateralization in prematurely born young adults; no machine-learning model and the imaging is of adults,,,MRI,brain,,,,,,unclear,,,follow-up of a randomized trial cohort,,multi center,none / not stated,,52,4.73,2.22,9.5,9.5,fwci,76.4,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
24987050,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Artificial neural networks in neurosurgery.,Azimi P,2015,"Journal of neurology, neurosurgery, and psychiatry","Journal of neurology, neurosurgery, and psychiatry",10.1136/jnnp-2014-307807,24987050,,https://doi.org/10.1136/jnnp-2014-307807,False,Journal Article; Review,,,False,review of artificial neural networks across neurosurgery; childhood hydrocephalus is one item in a broad list and imaging is not the focus,,,multiple,brain and spine,,,,,,unclear,,,narrative review,,not stated,none / not stated,,55,5.0,2.56,2.81,2.81,fwci,80.2,,icite,medium,,"claude-code (opus-5, manual)",1,2026-09-08,,,
25082551,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,"Siblings in Kars, Turkey, with Uner Tan syndrome (quadrupedal locomotion, severe mental retardation, and no speech): a novel theory for the evolution of human bipedalism.",Tan U,2015,Neurological research,Neurological research,10.1179/1743132814Y.0000000433,25082551,,https://doi.org/10.1179/1743132814Y.0000000433,False,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",,,False,"no AI/ML component; case report/evolutionary theory paper on quadrupedal locomotion, adult siblings",,,,,,,,,,unclear,,,,,not stated,none / not stated,,2,0.18,0.12,0.18,,,8.5,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
25284273,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Age-related increases in long-range connectivity in fetal functional neural connectivity networks in utero.,Thomason ME,2015,Developmental cognitive neuroscience,Developmental cognitive neuroscience,10.1016/j.dcn.2014.09.001,25284273,,https://doi.org/10.1016/j.dcn.2014.09.001,False,"Journal Article; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't",,,False,descriptive fetal functional connectivity study; the 'neural networks' are brain networks and no model is trained,,,MRI,fetal brain,,,,,,unclear,,,cross-sectional neuroimaging study,,not stated,none / not stated,,138,12.55,5.86,3.98,3.98,fwci,94.0,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
25307115,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Research review: Functional brain connectivity and child psychopathology--overview and methodological considerations for investigators new to the field.,Matthews M,2015,"Journal of child psychology and psychiatry, and allied disciplines","Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.12335,25307115,,https://doi.org/10.1111/jcpp.12335,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",,,False,general methodological review of resting-state functional connectivity MRI in child psychopathology; no AI/ML model focus,,,,,,,,,,unclear,,,,,not stated,none / not stated,,17,1.55,0.69,1.27,1.27,fwci,38.3,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
25363671,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Structural connectivity abnormality in children with acute mild traumatic brain injury using graph theoretical analysis.,Yuan W,2015,Human brain mapping,Human brain mapping,10.1002/hbm.22664,25363671,,https://doi.org/10.1002/hbm.22664,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,"Graph-theoretic structural-connectivity analysis in pediatric mild traumatic brain injury; a descriptive group comparison, not a trained AI/ML classifier.",,,,,,,,,,unclear,,,,,not stated,none / not stated,,86,7.82,3.91,3.86,3.86,fwci,88.8,,icite,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
