record_id,year,title,clinical_problem,topics,dataset_mentions
emb:L2027304409,2023,Prediction of MYCN Gene Amplification in Pediatric Neuroblastomas: Development of a Deep Learning-Based Tool for Automatic Tumor Segmentation and Comparative Analysis of Computed Tomography-Based Radiomics Features Harmonization,noninvasive prediction of MYCN gene amplification status in neuroblastoma,,
emb:L2027698602,2023,Thoracoscopic resection of pulmonary osteosarcoma metastases guided by artificial intelligence: A case series,detection of small pulmonary metastatic nodules,,
emb:L2027950183,2023,Development of Sensorimotor-Visual Connectome Gradient at Birth Predicts Cognitive Outcomes at 2 Years of Age,prediction of neurodevelopmental (cognitive) outcome in infancy from neonatal brain imaging,Brain development / cognition,
emb:L2027951023,2023,SACNet: A Multiscale Diffeomorphic Convolutional Registration Network with Prior Neuroanatomical Constraints for Flexible Susceptibility Artifact Correction in Echo Planar Imaging,correction of susceptibility artifacts in diffusion brain MRI,,
emb:L2027952319,2023,Differential Patterns of Associations within Audiovisual Integration Networks in Children with ADHD,automated diagnosis of ADHD from audiovisual integration network connectivity on resting-state fMRI,Autism / ADHD / psychiatric,ADHD-200
emb:L2027976250,2023,Deep learning for automatic intelligent identification of pediatric echocardiography standard views,automatic identification of standard views in pediatric echocardiography,Cardiac / congenital heart,
emb:L2028194741,2023,Diffusion Deep Learning for Brain Age Prediction and Longitudinal Tracking in Children Through Adulthood,brain age (biological age) prediction and longitudinal tracking as a biomarker of neurodevelopment,Brain development / cognition,
emb:L2028492478,2023,Artificial intelligence in the evaluation of the standard mid-sagittal view of fetal face in 11-13(+6) weeks of gestation,automated quality control of the standard mid-sagittal fetal face view for first-trimester nuchal translucency screening,Fetal assessment / prenatal,
emb:L2028492502,2023,Study of extracting key plane of 11-13+6 weeks normal fetal palate by three-dimensional ultrasound based on artificial intelligence,automated extraction of the standard retronasal triangle plane for fetal palate screening at 11-13+6 weeks,Fetal assessment / prenatal,
emb:L2028492524,2023,Diagnosis model of the white matter injury of premature infants based on ultrasonography radiomics,diagnosing white matter injury in premature infants from cranial ultrasound,,
emb:L2029578380,2023,Identifying Developmental Changes in Functional Brain Connectivity Associated with Cognitive Functioning in Children and Adolescents with ADHD,"prediction of cognitive abilities (IQ, visuospatial, verbal comprehension, fluid reasoning) from resting-state functional connectivity in ADHD",Brain development / cognition; Autism / ADHD / psychiatric,
32767299,2022,Accuracy of Trained Physicians is Inferior to Deep Learning-Based Algorithm for Determining Angles in Ultrasound of the Newborn Hip.,comparing physician versus deep learning accuracy for determining Graf alpha/beta angles on newborn hip ultrasound for DDH screening,Hip dysplasia,
33753312,2022,"Predicting Depression Onset in Young People Based on Clinical, Cognitive, Environmental, and Neurobiological Data.","identifying which healthy 14-year-olds will develop major or subthreshold depression, so that risk can be monitored and early intervention offered",Brain development / cognition; Autism / ADHD / psychiatric,
33966055,2022,Neonatal encephalopathy prediction of poor outcome with diffusion-weighted imaging connectome and fixel-based analysis.,predicting 2-year neurodevelopmental outcome after neonatal encephalopathy from early diffusion MRI,Brain development / cognition,
34034349,2022,Pediatric Buried Bumper Syndrome: Diagnostic Validity of Transabdominal Ultrasound and Artificial Intelligence.,"diagnosis of buried bumper syndrome, a complication of percutaneous endoscopic gastrostomy, in children",,
34091603,2022,Detecting acute bilirubin encephalopathy in neonates based on multimodal MRI with deep learning.,"Differentiating acute bilirubin encephalopathy from non-ABE hyperbilirubinemia in neonates using multimodal MRI, since both show similar T1 hyperintensity",,
34129169,2022,Automated Brain Masking of Fetal Functional MRI with Open Data.,"isolating the fetal brain from surrounding maternal tissue across thousands of non-stationary volumes, the step that blocks any resting-state functional MRI study of the brain before birth",Fetal assessment / prenatal,
34155718,2022,Diffusion MRI Based Myometrium Tractography for Detection of Placenta Accreta Spectrum Disorder.,Can diffusion MRI-based myometrial tractography combined with anatomical MRI features improve prenatal detection of placenta accreta spectrum disorder?,Fetal assessment / prenatal,
34174070,2022,"Deep learning-based automatic tumor burden assessment of pediatric high-grade gliomas, medulloblastomas, and other leptomeningeal seeding tumors.",measuring tumor burden reproducibly across serial MRI to judge whether a child's brain tumor is responding,Brain / CNS tumors,
34191735,2022,Diagnosis of Infantile Hip Dysplasia With B-Mode Ultrasound via Two-Stage Meta-Learning Based Deep Exclusivity Regularized Machine.,Computer-aided diagnosis of developmental dysplasia of the hip in infants using B-mode ultrasound.,Hip dysplasia,
34232898,2022,Attention-Guided Discriminative Region Localization and Label Distribution Learning for Bone Age Assessment.,bone age assessment,Bone age / skeletal maturation,RSNA bone age
34254170,2022,A deep learning approach to automatically quantify lower extremity alignment in children.,Automatically quantifying lower extremity alignment (hip-knee-ankle angle) in children from full-length radiographs,,
34309926,2022,Novel artificial intelligence approach for automatic differentiation of fetal occiput anterior and non-occiput anterior positions during labor.,"determining fetal head position in the second stage of labor from transperineal ultrasound, the decision that governs how an obstructed labor is managed",Fetal assessment / prenatal,
34351456,2022,Can AI distinguish a bone radiograph from photos of flowers or cars? Evaluation of bone age deep learning model on inappropriate data inputs.,Evaluating whether a publicly available bone age deep learning model appropriately rejects inappropriate (non-hand-radiograph) image inputs,Bone age / skeletal maturation,RSNA bone age
34388097,2022,Explainable Dynamic Multimodal Variational Autoencoder for the Prediction of Patients With Suspected Central Precocious Puberty.,"Predicting whether children with suspected central precocious puberty will have a positive GnRH-stimulation test, using laboratory tests, EHR data, pelvic ultrasound, and left-hand bone-age radiography reports, to reduce need for the invasive gold-standard test",,
34476558,2022,Your mileage may vary: impact of data input method for a deep learning bone age app's predictions.,assess impact of data input method (direct upload vs. smartphone photo) on the agreement/reliability of a deep learning bone age prediction app,Bone age / skeletal maturation,
34482428,2022,Diagnosing autism spectrum disorder in children using conventional MRI and apparent diffusion coefficient based deep learning algorithms.,diagnosing autism spectrum disorder from brain MRI,Autism / ADHD / psychiatric,
34505932,2022,Disrupted structural connectome and neurocognitive functions in Duchenne muscular dystrophy: classifying and subtyping based on Dp140 dystrophin isoform.,"Classifying Duchenne muscular dystrophy patients (and Dp140 dystrophin isoform subtypes) versus healthy controls using diffusion MRI structural brain connectome features, to relate genotype to neurocognitive impairment",Brain development / cognition,
